,UID,Choice,Course Code,Final Writeup,predict_recommend
1473,C85A45W1,1,C36,"I've been always passionate in these technological things, and yet this is an area that I'm not exposed to since I was young. I'm interested not only because the advance of technology nowadays, and also whenever I am with a phone, a laptop I feel like I can do anything. Unfortunately, as I said before I am not exposed to any relevant area, therefore I am choosing the this course. The reason why I choose this course is because I have no any knowledge about how technology works, and this course can help me build up my foundation. Therefore, I think this course suits me the best. Dancing has always been my first hobby. I started to learn ballet since I was four, but after four years I quit because my father said it was a waste of time. After wandering one year, I started to learn Latin Dance, mostly people will call it Ballroom Dance. This journey long about 8 years, I've took part in many national competitions and achieved a lot of certificates. After the eight years of dance journey in Malaysia, I have immigrant to Singapore due to my parents, unfortunately because of that I must stop my dance journey. Luckily, the school that I've transferred to have a dance cca, although it's only just few years. This is another reason why I choose Nanyang Polytechnic, it's because of the cca that this school have, the cca called La Ballroom En Masse. Because of this cca, I see hope in continuing my Latin Dance journey. It's not only NYP have this cca, But it's just this school is nearer to my house and it has a conducive and friendly atmosphere for me to study in.",0
1474,C85A45W2,2,C85,"I've been always passionate in these technological things, and I've always wonder how can I improve our environment by using technology. Sometimes I got ideas on how to improve the technology in our daily life or the online pages, and yet I have no skills on ways to achieve my goals. So I'm choosing this course, therefore I can build up my foundation and learning the skills that I'm needed simultaneously. In addition, the reason why I choose this school is because it's nearer to my house and I feel that the school have a more conducive and a more friendly atmosphere for me to study in. Dancing has always been my first hobby. I started to learn ballet since I was four, but after four years I quit because my father said it was a waste of time. After wandering one year, I started to learn Latin Dance, mostly people will call it Ballroom Dance. This journey long about 8 years, I've took part in many national competitions and achieved a lot of certificates. After the eight years of dance journey in Malaysia, I have immigrant to Singapore due to my parents, unfortunately because of that I must stop my dance journey. Luckily, the school that I've transferred to have a dance cca, although it's only just few years. This is another reason why I choose Nanyang Polytechnic, it's because of the cca that this school have, the cca called La Ballroom En Masse. Because of this cca, I see hope in continuing my Latin Dance journey. It's not only NYP have this cca, But it's just this school is nearer to my house and it has a conducive and friendly atmosphere for me to study in.",0
1475,C85A45W3,3,C54,"I'm interested in this course because I'm passionate in these kinds of technological things and due to the news was about there was scams everywhere and some people will be deceived and lose their money. Every time when I saw the news I have a feeling that I need to do something to empower our cyber security to help our country. For examples, to track down hackers or to recover stolen data and prevent any further viral attack. Therefore, I choose this course, not only that I'm passionate towards IT but also, I can have the ability to prevent these things happen. Dancing has always been my first hobby. I started to learn ballet since I was four, but after four years I quit because my father said it was a waste of time. After wandering one year, I started to learn Latin Dance, mostly people will call it Ballroom Dance. This journey long about 8 years, I've took part in many national competitions and achieved a lot of certificates. After the eight years of dance journey in Malaysia, I have immigrant to Singapore due to my parents, unfortunately because of that I must stop my dance journey. Luckily, the school that I've transferred to have a dance cca, although it's only just few years. This is another reason why I choose Nanyang Polytechnic, it's because of the cca that this school have, the cca called La Ballroom En Masse. Because of this cca, I see hope in continuing my Latin Dance journey. It's not only NYP have this cca, But it's just this school is nearer to my house and it has a conducive and friendly atmosphere for me to study in.",0
1476,C85A46W2,2,C85,"I chose information technology because I have parents that are not skilled in technology and every time they cause a computer malfunction, I will have to re-install the system. And this sparked my curiosity, How does a real IT Man solve the many problems faced in terms of hardware and software?This course will help me to achieve my goal, become a software specialist so that I can create my own application so everyone can easily restore system with a click of a button and systems will be installed instantly.I have taken part in the Advanced Elective Module in Build Web 2.0 application in NP. NIL",1
1477,C85A46W3,3,C54,"I have always been inquisitive about network security since young,why are computers constantly attacked by viruses? This inspired me to learn more about Cyber Security as I wondered, Are we really as safe as we think we are online? What causes the inability to find the culprits of these problems?This course is suited for me as I wish to protect people vulnerable to malicious software and viruses,creating a safer internet world for everyone around the world. Morality and cyber-wellness modules I picked up through CCE and other programmes, make me the right person for this course. NIL",0
1479,C85A48W1,1,C54,"My brother, who is a network engineer, often tells me how he implements configuration for networking devices. The spark in his eyes during the process has inspired me to be part of the IT industry. Having a sense of righteousness, I hope to fight crime in the online space as I feel that everyone has the right to a safe online environment. My passion was further confirmed after I attended the Youth Cybersecurity Exploration Programme organized by Nanyang Polytechnic where I learnt Cryptography. I hope to pursue a degree in Cybersecurity and reach my goal to become a Cybersecurity Analyst. Being an active member of Bendemeer Secondary's Tchoukball Community, I enhance my juniors` techniques to achieve their best performance where I learnt vital communication skills from them. Not only have I guided them, but I have also participated in various competitions. As a captain, I led my team into 3rd placing in the Jurongville tournament and being a member, my teammates attained championship in the 2017 ""B"" division interschool Tchoukball competition. In academics, I was awarded both Edusave Merit Bursary and Academic Achievements in 2017 and 2018 after displaying hard work. I also participated in various Values In Actions(VIA) projects. A paramount project was building a volleyball court for a group of underprivileged students in Indonesia where I learnt that anyone can be a leader anywhere and anytime. He/She does not require to be called a leader to lead. However, my teammates and i were not able to complete the project, even after displaying resilience and teamwork.",0
1480,C85A48W2,2,C85,"My sibling, who works as an Information Technology(IT) engineer often excels in his projects which raised my curiosity about his IT career. Through much research about the IT career, I was inspired to become part of the IT field. Having my interest, I attended the Youth Cybersecurity Exploration Programme organized in March where I learned the fundamentals of networking and more. I seek to pursue a degree in Information Technology and aid me in reaching my goal to become a Technology external analyst. Being an active member of Bendemeer Secondary's Tchoukball Community, I enhance my juniors` techniques to achieve their best performance where I learnt vital communication skills from them. Not only have I guided them, but I have also participated in various competitions. As a captain, I led my team into 3rd placing in the Jurongville tournament and being a member, my teammates attained championship in the 2017 ""B"" division interschool Tchoukball competition. In academics, I was awarded both Edusave Merit Bursary and Academic Achievements in 2017 and 2018 after displaying hard work. I also participated in various Values In Actions(VIA) projects. A paramount project was building a volleyball court for a group of underprivileged students in Indonesia where I learnt that anyone can be a leader anywhere and anytime. He/She does not require to be called a leader to lead. However, my teammates and i were not able to complete the project, even after displaying resilience and teamwork.",0
1481,C85A48W3,3,C36,"My family member, who is employed as an Information Technology(IT) engineer, often showed his enthusiasm towards his work which urged me to find the reason. After researching, I developed an interest. Given the opportunity, I participated in the Youth Cybersecurity Exploration Programme organized by Nanyang Polytechnic. I learned paramount basic commands in python and more. I seek the opportunity to pursue a diploma to become an IT consultant. Being an active member of Bendemeer Secondary's Tchoukball Community, I enhance my juniors` techniques to achieve their best performance where I learnt vital communication skills from them. Not only have I guided them, but I have also participated in various competitions. As a captain, I led my team into 3rd placing in the Jurongville tournament and being a member, my teammates attained championship in the 2017 ""B"" division interschool Tchoukball competition. In academics, I was awarded both Edusave Merit Bursary and Academic Achievements in 2017 and 2018 after displaying hard work. I also participated in various Values In Actions(VIA) projects. A paramount project was building a volleyball court for a group of underprivileged students in Indonesia where I learnt that anyone can be a leader anywhere and anytime. He/She does not require to be called a leader to lead. However, my teammates and i were not able to complete the project, even after displaying resilience and teamwork.",0
1482,C85A49W1,1,C54,"When it comes to any IT related, I tend to have a strong desire and passion for it. I will always keep track of what is going on in this world today and so forth and always keep myself updating what's going to happen. Things such as companies lacking IT power, I know it'll be a huge issue for them such as safeguarding their data. Since young, I always familiarize myself with technology, be it a mobile phone or a basic computer, I will be amused by it and wondering how I can extend my skills further while growing up. By taking up this course, it will mean a lot to me and I'll be grateful for it In terms of leadership, I was appointed the Class Chairman in S1 and S3 by my form teachers and friends. I became the OGL for my S1s in 2018 while I was a S4. In my CCA, NCC, I was a 3rd sergeant and I lead my team to victory in getting a gold first place in an orienteering competition in 2016 and our unit attain a gold medal throughout the years. In terms of community service, I participated in several VIA activities from 2015 all the way to 2018. Activities such as Appreciation day for our school staff, elderly homecare help such as conducting activities, and bringing primary school kids out to army open house, and finally newspaper collection.",0
1483,C85A49W2,2,C85,"I have a strong passion for any computer skills because I always think that it's a necessity for myself. I'm always interested in any IT related field and always up to date as to what is going on in this world. That amplifies my interest and therefore made me lean more towards this art. My dad once told me to follow my dreams and do what's genuinely right for myself no matter what people think. And I know that this course will not only help me to sharpen my life skills(friends asking help about IT relate) but to also impress my dad and make him be proud when I can fully succeed in my IT career In terms of leadership, I was appointed the Class Chairman in S1 and S3 by my form teachers and friends. I became the OGL for my S1s in 2018 while I was a S4. In my CCA, NCC, I was a 3rd sergeant and I lead my team to victory in getting a gold first place in an orienteering competition in 2016 and our unit attain a gold medal throughout the years. In terms of community service, I participated in several VIA activities from 2015 all the way to 2018. Activities such as Appreciation day for our school staff, elderly homecare help such as conducting activities, and bringing primary school kids out to army open house, and finally newspaper collection.",1
1484,C85A50W2,2,C85,"I have a passion for Informative Technology. I used to study in an International school and it was compulsory to take the Coding as a subject. At first, I was not inclined to accept it, however as time pass I fell in love with it. The IT conductor was an outgoing person who constantly made my time there very fruitful. I was amazed how fast time passes by. I had recieved an unforgettable experience studying there and from them on i realised that it was something i would want to purse this in a foreseeable future. I am very confident that with my passion, I will excel this course. NIL",0
1485,C85A51W1,1,C36,"I am deeply intrigued by the programme when i went to the open house to gain a broader knowledge of the types and amount of courses available. I am interested in how IT works and the Common ICT Programme caught my eye as it provides me with basic skills and knowledge of all the other courses of IT, which i intend to pursue.After finishing this Programme, i can make a better informed decision on which course i want to enroll into after the experience gained from the Programme. As part of my Anklung and Kulintang Ensemble Co-Curricular Activities (CCA) , I partook in numerous performances for the Bedok Residence and Association For Persons with Special Needs (APSN) annually from 2016 to 2019. I also represented my school as one of the members in the Singapore Youth Festival for the years 2017 and 2019, earning the Certificate of Accomplishment for both years. In regard to the Values In Action (VIA) programme, I participated in the BV bazaar to raise funds for a Make-a-Wish Child ,assisted the elderly at the Presbytarian Community Services Senior Activity Centre and distributed mandarins to the residents living in the bedok neighbourhood during the Chinese New Year in 2016.",0
1486,C85A51W2,2,C85,"This course caught my interest unlike most of the courses i saw during my open house visit. I do not know much about this course and what skills i will learn but this course seems to intrigue me more compared to the other available courses as i anticipate that i will enjoy learning from this course whatever it will teach me. As part of my Anklung and Kulintang Ensemble Co-Curricular Activities (CCA) , I partook in numerous performances for the Bedok Residence and Association For Persons with Special Needs (APSN) annually from 2016 to 2019. I also represented my school as one of the members in the Singapore Youth Festival for the years 2017 and 2019, earning the Certificate of Accomplishment for both years. In regard to the Values In Action (VIA) programme, I participated in the BV bazaar to raise funds for a Make-a-Wish Child ,assisted the elderly at the Presbytarian Community Services Senior Activity Centre and distributed mandarins to the residents living in the bedok neighbourhood during the Chinese New Year in 2016.",1
1487,C85A52W1,1,C36,"The largest appeal of IT for me would be how to makes daily life and processing information more efficient. I've learnt basic spreadsheet management and used simple macro programs. I have also tried to learn some simple CSS and HTML and tried some programs that teach coding languages like Swift Playground. I have also experimented with Hyperapp. I have attended a small coding introduction course held in school. The Common ICT Programme would allow me to try out the different fields and see which one I like the most and learn a bit about other fields that I might not have known otherwise. From Secondary 1 to 3 I participated in yearly VIA programmes. Helping clean up the school toilets (Sec 1), participating in a Charity Bazaar (Sec 2) and visiting Willing Hearts for a volunteer visit (Sec 3). I have been awarded the Edusave Merit Bursary in the past. I am a part of the E-journalism division of ELDDS (CCA), my main role. My CCA mates and I had also won the Most Avid Group for the 2018 Media Challenge. I obtained a merit in the Trinity Guildhall group oral examination. In general, I am very fluent in English and have good communication skills. This allows me to work with others and my thoughts and ideas to them clearly. I also like to think about as many sides/solutions to the issue at hand as possible, so I can provide an answer that is well rounded or a perspective that might have been overlooked. I am also able to work on my own, and use the resources given to me to solve my current problem. I possess good reading and comprehension skills, and can read quickly.",1
1488,C85A52W2,2,C85,"The largest appeal of IT for me would be how to makes daily life and processing information more efficient. I've learnt basic spreadsheet management and used simple macro programs. I have also tried to learn some simple CSS and HTML and tried some programs that teach coding languages like Swift Playground. I have also experimented with Hyperapp. I have attended a small coding introduction course held in school. Since the Information Technology course is an all-rounder course, it would allow me to maximise the number of things I learn and provide me with a wide variety of skills. From Secondary 1 to 3 I participated in yearly VIA programmes. Helping clean up the school toilets (Sec 1), participating in a Charity Bazaar (Sec 2) and visiting Willing Hearts for a volunteer visit (Sec 3). I have been awarded the Edusave Merit Bursary in the past. I am a part of the E-journalism division of ELDDS (CCA), my main role. My CCA mates and I had also won the Most Avid Group for the 2018 Media Challenge. I obtained a merit in the Trinity Guildhall group oral examination. In general, I am very fluent in English and have good communication skills. This allows me to work with others and my thoughts and ideas to them clearly. I also like to think about as many sides/solutions to the issue at hand as possible, so I can provide an answer that is well rounded or a perspective that might have been overlooked. I am also able to work on my own, and use the resources given to me to solve my current problem. I possess good reading and comprehension skills, and can read quickly.",1
1489,C85A53W1,1,C36,"Since young, I had an interest in all IT related stuff. My interest deepens when I observed my cousin did some programming work on his laptop. I downloaded the software and tried simple programming myself. I really enjoyed it. At this point, I like all the IT courses offered and it had been challenging for me to choose a specific course. I was delighted when I attended an open house earlier year and learnt about this course. I hope with this course and the opportunity to sample the different specialization, I can make an informed decision by the end of year one. I am a Prefect of the school and I serve the school well by participating in community works organized by my school's Prefectorial Board and performed my assigned duties during school time. I am also a National Police Cadet Corps Cadet Leader. I participated in a community work called Value In Action (VIA) and helped to spread public awareness on the past events of the misuse of sharing bikes and to educate the public to use them responsibly.",0
1490,C85A53W2,2,C85,"Since young, I had an interest in all IT related stuff. My interest deepens when I observed my cousin did some programming work on his laptop. I downloaded the software and tried simple programming myself. I really enjoyed it. With Singapore moving towards a smart nation, I hope to have a robust understanding of information technology so as to explore and to comprehend the capabilities and implication of new technology. I hope to be shortlisted for interview. I am a Prefect of the school and I serve the school well by participating in community works organized by my school's Prefectorial Board and performed my assigned duties during school time. I am also a National Police Cadet Corps Cadet Leader. I participated in a community work called Value In Action (VIA) and helped to spread public awareness on the past events of the misuse of sharing bikes and to educate the public to use them responsibly.",0
1494,C85A55W2,2,C85,"My father's career of managing a Data Centre of a company has always been an inspiration to me. I have always been inspired with the departments in the IT line, moreover the Infrastructure department which comprises of Server, Database, Network and Data Centre. I would love to venture more on the hardware and software developments in the Infrastructure department and learn more from developing a server, filling it with complete databases, getting it connected with a working network and house it in a secured Data Centre. I therefore hope to excel in this field by studying in this course. CCA (football) - Lower Secondary CCA Executive Committee (2016), member since (2015-2019) VIA fundraising for Singapore Association of the Visually Handicapped, Football Tournaments for Primary Schools, Certificate of Academic Achievement (2019) Edusave - Good Progress Award (2017) represented in:- Inter-Class Games (basketball) (2017), Sec 3 Outdoor Adventure (2017), ACES Day Cross Country Event (2015-2019),",0
1495,C85A56W2,2,C85,"NYP's Open House exhibitions piqued my interest in programming and coding, which lead me to research about the subject and details of NYP's Information Technology course. I am highly keen to enter this course as I am strongly convinced that NYP's partnership with many IT-related companies will enrich my time in NYP through internships. I look forward to gaining deeper insights into programming and coding in NYP in order to excel in this industry. I was the captain of my team and became an Executive Committee member of the Volleyball CCA. Assuming the role of an EXCO member, I was one of the person-in-charge of managing the school's invitational games and worked closely with the teachers. In 2017, I joined my seniors to participate in an Under-15 volleyball competition in Malaysia called Rex V and achieved the 2nd place. In Secondary 2, I was nominated as the class chairman and took charge of projects that include community services. I was chosen to be an EXCO member of both the Secondary 1 Orientation Camp in 2017 and the Secondary 2 Adventure Camp in 2018 as a Logistics Head and became a mentor in 2019 to guide the younger batch of EXCOs.",1
1497,C85A58W2,2,C85,"I have an interest in IT and I love to work with computers. I am interested in this course because I am fascinated by how broad the use of programs there are in our current advancing technological world. Through my cca, Infocomm club, I understood the basics skills in coding and made apps under the guidance of my cca teachers using MIT App Inventor. I also attended a drone workshop where I programmed the drone to move according to commands. I believed that by attending this course I can further enhance my knowledge on IT and achieved my ambitions of becoming an IT specialist. I have been an active member in Infocomm club by attending every duty in the control room in the morning when our school had assembly talks and being attentive every cca session. This year, I was the executive committee member of my cca. I learned the basics of photoshop from my cca. I participated in various modules and competitions like the Schools Digital Media Awards, Mobile Application Programme and E-commerce module. I also participated in the Youth Cyber Exploration Programme held by Singapore Poly in march. I did some values-in-action programmes such as visiting elderly homes and Touch Young Arrows where I got to interact and play with children with special needs. I did gardening in school which developed my patience and care for plants.",1
1498,C85A58W3,3,C80,"I am interested in IT and would love to work with computers. I want to join this course because I want to be able to protect my own computer and email from unintended viruses by having a strong foundation in IT I understood the use of basic skills in coding from my cca and made simple apps under the guidance of my cca teachers using MIT App Inventor. I also attended a drone workshop where I got to program a drone using different commands. I hoped that by attending this course I can developed my own software which can protect valuable information from leaking and broaden my knowledge on IT. I have been an active member in Infocomm club by attending every duty in the control room in the morning when our school had assembly talks and being attentive every cca session. This year, I was the executive committee member of my cca. I learned the basics of photoshop from my cca. I participated in various modules and competitions like the Schools Digital Media Awards, Mobile Application Programme and E-commerce module. I also participated in the Youth Cyber Exploration Programme held by Singapore Poly in march. I did some values-in-action programmes such as visiting elderly homes and Touch Young Arrows where I got to interact and play with children with special needs. I did gardening in school which developed my patience and care for plants.",1
1499,C85A59W2,2,C85,"I am fascinated by the power of information technology to revolutionize people's lives. While it brings efficiency and convenience, it has made our world more volatile. E learning tools changed our education, social media changed the way we communicate and data science changed business operations. And the best way to cope with these changes is to know the agent of change itself. I am confident that my inquisitiveness, creativity and good problem solving skills will make me a good fit for this course. I trust that it will prepare me well for the booming IT industry. In the category of arts, I attained Excellence Award in National Secondary School Chinese Mini Fiction Competition 2018. In the category of leadership, I was the Staff Sergeant in my school's National Cadet Corps CCA. I attended 5 hours of weekly intensive training, yearly NCC camps, NCC Singapore Specialist Leaders Course 2017 as well as NCC Singapore Senior Specialist Leaders Course 2018. I also planned and executed NCC camp 2018 that involved 50 - 60 campers. In the category of community service, I visited the Sree Narayana Mission Nursing Home, showed care and love to the elderly who were lonely through gifts and spending quality time with them.",0
1500,C85A60W2,2,C85,"My passion for technology began in primary school when my father showed me what a mobile phone was. Since then I have always been curious about how technology work that it has brought our world to such an advanced stage than before. With such passion in mind I'm sure the course of information and technology will be a foundation for me to become a person in the future that serves the world with high advanced technology and endless contributions to the society. Being selected to be a student councilor during sec 2 has changed my personality and made me a more flexible person as I took part in LLP events including collaborating with organizations and community center to complete certain task assigned, which implemented values in me as a leader. I was nominated for the model bendemeerian in sec 3 to represent my class as a person that has upheld our school values to its standard. I was in dance CCA and throughout my time, I participated in numerous dance competitions and 2017 SYF with the reward of distinction. These strengthens my perseverance level and the ability to work as a team in order to strive. I have visited st Luke's elder home several times for my via project and dance CCA leaving the elderly there with a memorable experience.i was also involved in the 2018 chingay parade where i dedicated my December holidays to choreograph some of the dance for our contingent to be shown on television.",1
1501,C85A60W3,3,C36,"Having born in such an advance world where technology is to be seen everywhere, I have always had a strong passion in getting to know how technology works and function. I believe the course of common ICT is capable of giving me the answers for all my thoughts and I'm certain with such interest and hunger for technology, this course will be the stepping stone for me in becoming a person that serves the world with what I have learnt in the future. Being selected to be a student councilor during sec 2 has changed my personality and made me a more flexible person as I took part in LLP events including collaborating with organizations and community center to complete certain task assigned, which implemented values in me as a leader. I was nominated for the model bendemeerian in sec 3 to represent my class as a person that has upheld our school values to its standard. I was in dance CCA and throughout my time, I participated in numerous dance competitions and 2017 SYF with the reward of distinction. These strengthens my perseverance level and the ability to work as a team in order to strive. I have visited st Luke's elder home several times for my via project and dance CCA leaving the elderly there with a memorable experience.i was also involved in the 2018 chingay parade where i dedicated my December holidays to choreograph some of the dance for our contingent to be shown on television.",0
1502,C85A61W2,2,C54,"I would like to use technology to improve the lives of others. I am always fascinated with how our data are protected. I have picked up coding about 4 years back and now I am learning Python. I have used Python to create encryption and decryption programs during my free time. My favourite part of my computing lesson is to know how authentication works. I want to be involved in creating softwares to keep intruders out and protect our society from a data breach. I strongly believe that this course will allow me to upgrade my skills and defend our cyber space from any threats. My leadership journey started when I was in primary 1 to take on the role as a Prefect and subsequently a member of the Exco Committee of my primary school in primary 4. Along the way I have took on the role of a volleyball captain and have led my team to achieve Top 8 on the national level. However, I was not alone during my leadership journey. I had a great chance to work with teachers and my peers to organise special events. I realised that teamwork is an important aspect of being a leader. In my secondary school years, I was put in charge of the Infocomm Club. In 2018, my team got third at a national level coding competition, i-code and in 2019, my team achieved first place at another coding competition, 3D-Tronics. Through my 10 years of education, I have learnt that teamwork is important. During the holidays, I will be involved in going overseas, such as Siem Reap, Cambodia, for VIA project. Last year was my eighth year there and I was only four on my first trip to Cambodia.",1
1503,C85A61W3,3,C85,"During my free time, I will teach myself new commands and functions in Python. I share a strong passion in aviation and I have created an application about it. I am more inclined toward mobile development that I am challenging myself to create mobile application through android studios and kivy with python. Ever since I started coding, I am curious about how programs and softwares are being coded. I always think that I can use technology to improve the lives of others. For example creating applications that can benefit society. Through this course, I will be able to do my part for society. My leadership journey started when I was in primary 1 to take on the role as a Prefect and subsequently a member of the Exco Committee of my primary school in primary 4. Along the way I have took on the role of a volleyball captain and have led my team to achieve Top 8 on the national level. However, I was not alone during my leadership journey. I had a great chance to work with teachers and my peers to organise special events. I realised that teamwork is an important aspect of being a leader. In my secondary school years, I was put in charge of the Infocomm Club. In 2018, my team got third at a national level coding competition, i-code and in 2019, my team achieved first place at another coding competition, 3D-Tronics. Through my 10 years of education, I have learnt that teamwork is important. During the holidays, I will be involved in going overseas, such as Siem Reap, Cambodia, for VIA project. Last year was my eighth year there and I was only four on my first trip to Cambodia.",1
1504,C85A62W3,3,C85,"Math and science have been a huge part of my life, particularly their applications. As a result, I have always had an interest in IT especially its varied applications which encompasses all aspects of life. Cyber Security appeals to me because of how much we rely on the internet and the use of smart devices and how a small mistake can lead to catastrophic consequences. I believe this field is one of the major challenges in the world due to its everincreasing complexity and the high turnover rates of malware and vulnerability. I want to take part in this industry where every second counts. My choice of secondary school was Hillgrove Sec, which has a Flight and Aerospace programme as well as the SYFC as CCA. I was lucky to be one of the 20 students out of 100 applicants who aced the flight simulator exercise and interview to get into SYFC. As part of the SYFC, I have taken part in intra-SYFC competitions like glider building, flight simulations and Pylon racing. I have also taken part in Gliderfest@RP in Sec 1 as part of the Hillgrove team. I have also spent hours in flight simulator X which has honed my skills in flight simulation. This year, I mentored a Sec 1 student in what they would do in SYFC during the year. I have been to SP a few times during the last four years for CCA related activities. In Sec 1 and 2, I have attended the Space Camp organised by the SSC and have been taking part in Math Olympiads for the past four years. In P6, for UNSW tests, I was among the top 7% in Singapore for Science with a distinction and in the top 27% for Maths with a credit score.",1
1505,C85A63W3,3,C85,"I like technology and hope to become an application developer. Currently taking computing, so that I can further into technology courses. In computing, I have learnt coding in Python and doing complex calculation involving financial situation in Spreadsheet. These allows me to create games such as the snake game, which I find challenging. I also learn topics such as network and data security, which I felt useful for the future. Thus I hope that being in this course, it would allow me to be aware of the knowledge involving Internet of things and Artificial Intelligence which I find it important I have achieved a pass for an AEM for digital gam development at sp during 4-7 June 2018.",0
1506,C85A64W3,3,C85,"Fascinated by IT, I learnt python myself to understand how coding works so that I will be able to grasp other languages easier for a better foundation. I took a game making course online that used a python variant and did it thrice to ensure that I fully understood it, showing my tenacity and perseverance. My aim is to make a cloud platform for stories to be sold worldwide. To do this, I need to learn all the technologies involved in creating such a platform and I know the IT course is the way to go. I want to gain deeper knowledge into technology as this is an important skill for my future. I took part in the River Valley Model UN 2018.I designed, built and installed a fridge door alarm that rings loudly to remind people to close it, saving energy.I got an education merit award for doing well in Sec 3.I was section leader for lower instruments of the school band for 3 years.I participated with the band in the Singapore Youth Festival which attained Distinction for 2017 and 2019. I participated in the Wind Band Association of Singapore Youth Festival 2018, a non-school program. I went to Cambodia for charity work twice over 2 years.I spent 30 hours during the Sec 3 June holidays planning and executing a holiday program for underprivileged kids.I also worked at a non-profit company that sells trinkets and gives money to disabled people.I have a great interest in writing and created over 60 storyboards with characters, as part of my future career plans. I have also participated in the Safety Starts With Me writing competition in 2017 and 2019.",1
1507,C85A65W3,3,C85,"I have a strong passion in digital innovation and artificial intelligence that will help and assist us in our daily lives. Through this course, I want to be able to turn my weird and creative ideas into a reality such as forming an intelligence that will be able to predict or recreate human activities. I hope to be able to gain important knowledge and apply the skills learnt in this course to create products and services to help eliminate efficiencies, improve processes and meet business goals. Being in St. John's Ambulance Brigade has been a humbling yet hugely rewarding experience to date. In 2017, I joined a CCA VIA medical mission to Tanjung Pinang, Indonesia where I was able to see first-hand, the difficult living conditions and how medical treatment remains unaffordable to locals. I also assisted professional doctors and nurses and gained practical medical knowledge on the fly. I participated in numerous school events and competition, represented my school in the National First Aid Competition and obtained a Silver award in 2017. I achieved the highest attainable rank for a cadet - Corps Sergeant Major in 2018. I am also part of class committee, being a class secretary, this role has allowed me to work closely with teachers and students to promote open discussions and enhance the learning experience in class. Having opportunities to take up these roles has given me a chance to manage groups of fellow students and hone my leadership skills.",1
1508,C85A66W3,3,C85,"I want to ultimately be a programmer, as I am good in Math and love to program, as well as being meticulous. Programming-wise, I have experience in Javascript and Python from Pluralsight's Codeschool, so I think I would have a headstart over those who have not tried to program. I've also participated in Singapore Poly's 5-day 'Build Your Own IOT' AEM, and built a device that measures humidity and temperature. Additionally, due to my CCA, Infocomm Club, I know how to use various software like Construct 2 and Photoshop to develop games. Silver Award in Singapore Math Kangaroo Contest 2018, Certificate of Credit in Australian Math Competition 2018, Served at the Church of St Mary of the Angels as a volunteer on Sundays at the gift shop since April 2018, Bronze Level in National Youth Achievement Award Scheme, Cerificate of Completion for Mobile Applications Creation Programme by Cignature Enrichment Group, participating in ongoing Chemistry Olympiad 2019 and have advanced to round 2",1
1510,C85A68W1,1,C54,"Since young, I love technology. I noticed that technological advancement has made us more open to hacking. I am neither good at programing nor have a vast knowledge of the developing technology. Nevertheless, my keen interest in programming motivated me to join Infocomm Club to learn more about programming. I find it interesting to be able to figure out how hacking works and how Artificial Intelligence is being programmed. My dream is to be able to protect my family members from external hacking and the dangers of technology so that they will be safe when using technological devices. Being elected as a Vice President of the Infocomm Club(2018-2019) and had previously been a member of the Executive Committee (EXCO) in 2017,My role was an event photographer whose job was to help capture moments during school events such as National Day celebration and Racial Harmony Day. My role was also to ensure that the school mass assembly runs smoothly. I have also taken part in events as a photographer for Joi De Vivre concert held at kallang stadium (School 65th anniversary) and Annual Awards(school). I have led my team in competitions such as Schools Digital Media Awards(SDMA) and Drones Odyssey Competition. We have also done Values In Action(VIA) such as organising a donation drive to raise money for the SPCA and the Cat Welfare Society. I have also obtained Bronze for the National Youth Achievement Award (NYAA)",1
1511,C85A68W3,3,C85,"Since young, I love technology. I noticed that technological advancement has made us more open to hacking. I am neither good at programing nor have a vast knowledge of the developing technology. Nevertheless, my keen interest in programming motivated me to join Infocomm Club to learn more about programming. I find it interesting to be able to figure out how hacking works and how Artificial Intelligence is being programmed. My dream is to be able to protect my family members from external hacking and the dangers of technology so that they will be safe when using technological devices. Being elected as a Vice President of the Infocomm Club(2018-2019) and had previously been a member of the Executive Committee (EXCO) in 2017,My role was an event photographer whose job was to help capture moments during school events such as National Day celebration and Racial Harmony Day. My role was also to ensure that the school mass assembly runs smoothly. I have also taken part in events as a photographer for Joi De Vivre concert held at kallang stadium (School 65th anniversary) and Annual Awards(school). I have led my team in competitions such as Schools Digital Media Awards(SDMA) and Drones Odyssey Competition. We have also done Values In Action(VIA) such as organising a donation drive to raise money for the SPCA and the Cat Welfare Society. I have also obtained Bronze for the National Youth Achievement Award (NYAA)",1
1513,C85A70W3,3,C85,"After going through a python programming course in my CCA, Infocomm Club, I realised that I like to code. So, I decided to start coding myself and learn to code myself. I first started by learning python at my own time, creating a simple calculator, then a simple text-based game, now I have even made a website. Now I wish to deepen understanding in Infocomm Technology and learn more about coding. Ever since secondary 1, I have been in the Infocomm Club. As a committee member, I have helped to plan several events, like a CCA camp. Being a senior in the CCA, I have mentored my juniors during school events and passed on the necessary skills to them. In 2018, I achieved Top 8 in the Jurong Division Youth Video Competition. In 2017, I participated in the Schools Digital Media Awards 2017. In the same year, I was awarded the Silver award for the Young Engineer Award. I was also awarded the lifesaving 1 award. I have participated in many other activities, such as Chingay (Lights of Legacy, Brighter Singapore) and community work at the Singapore Christian Home.",1
